Times,Value (°F)
5/8/2022 15:20,72.8
5/8/2022 15:25,72.8
5/8/2022 15:30,72.8
5/8/2022 15:35,72.8
5/8/2022 15:40,72.8
5/8/2022 15:45,72.8
5/8/2022 15:50,72.8
5/8/2022 15:55,72.8
5/8/2022 16:00,72.8
5/8/2022 16:05,72.9
5/8/2022 16:10,72.8
5/8/2022 16:15,72.8
5/8/2022 16:20,72.9
5/8/2022 16:25,72.9
5/8/2022 16:30,72.9
5/8/2022 16:35,72.9
5/8/2022 16:40,72.9
5/8/2022 16:45,72.9
5/8/2022 16:50,72.9
5/8/2022 16:55,72.9
5/8/2022 17:00,72.9
5/8/2022 17:05,72.9
5/8/2022 17:10,72.9
5/8/2022 17:15,72.9
5/8/2022 17:20,72.9
5/8/2022 17:25,72.9
5/8/2022 17:30,72.9
5/8/2022 17:35,72.9
5/8/2022 17:40,72.9
5/8/2022 17:45,72.9
5/8/2022 17:50,72.9
5/8/2022 17:55,72.9
5/8/2022 18:00,72.9
5/8/2022 18:05,72.9
5/8/2022 18:10,72.9
5/8/2022 18:15,72.9
5/8/2022 18:20,72.9
5/8/2022 18:25,72.9
5/8/2022 18:30,72.9
5/8/2022 18:35,72.9
5/8/2022 18:40,73
5/8/2022 18:45,73
5/8/2022 18:50,72.9
5/8/2022 18:55,73
5/8/2022 19:00,72.9
5/8/2022 19:05,72.9
5/8/2022 19:10,73
5/8/2022 19:15,72.9
5/8/2022 19:20,73
5/8/2022 19:25,72.9
5/8/2022 19:30,73
5/8/2022 19:35,73
5/8/2022 19:40,73
5/8/2022 19:45,72.9
5/8/2022 19:50,73
5/8/2022 19:55,73
5/8/2022 20:00,73
5/8/2022 20:05,73
5/8/2022 20:10,73
5/8/2022 20:15,73
5/8/2022 20:20,73
5/8/2022 20:25,73
5/8/2022 20:30,73
5/8/2022 20:35,73
5/8/2022 20:40,73
5/8/2022 20:45,73
5/8/2022 20:50,73
5/8/2022 20:55,73
5/8/2022 21:00,73
5/8/2022 21:05,73
5/8/2022 21:10,73
5/8/2022 21:15,73
5/8/2022 21:20,73
5/8/2022 21:25,73
5/8/2022 21:30,73
5/8/2022 21:35,73
5/8/2022 21:40,73
5/8/2022 21:45,73
5/8/2022 21:50,73
5/8/2022 21:55,73
5/8/2022 22:00,73.1
5/8/2022 22:05,73
5/8/2022 22:10,73
5/8/2022 22:15,73
5/8/2022 22:20,73
5/8/2022 22:25,73
5/8/2022 22:30,73
5/8/2022 22:35,73
5/8/2022 22:40,73
5/8/2022 22:45,73
5/8/2022 22:50,73
5/8/2022 22:55,73
5/8/2022 23:00,73
5/8/2022 23:05,73
5/8/2022 23:10,73.1
5/8/2022 23:15,73
5/8/2022 23:20,73
5/8/2022 23:25,73
5/8/2022 23:30,73
5/8/2022 23:35,73
5/8/2022 23:40,73
5/8/2022 23:45,73
5/8/2022 23:50,73
5/8/2022 23:55,73
5/9/2022 0:00,73
5/9/2022 0:05,73
5/9/2022 0:10,73
5/9/2022 0:15,73
5/9/2022 0:20,73
5/9/2022 0:25,73
5/9/2022 0:30,73
5/9/2022 0:35,73
5/9/2022 0:40,73
5/9/2022 0:45,73
5/9/2022 0:50,73
5/9/2022 0:55,73
5/9/2022 1:00,73
5/9/2022 1:05,73
5/9/2022 1:10,73
5/9/2022 1:15,73
5/9/2022 1:20,73
5/9/2022 1:25,73
5/9/2022 1:30,73
5/9/2022 1:35,73
5/9/2022 1:40,73
5/9/2022 1:45,73
5/9/2022 1:50,73
5/9/2022 1:55,73
5/9/2022 2:00,73
5/9/2022 2:05,73
5/9/2022 2:10,73
5/9/2022 2:15,73
5/9/2022 2:20,73
5/9/2022 2:25,73
5/9/2022 2:30,73
5/9/2022 2:35,73
5/9/2022 2:40,73
5/9/2022 2:45,73
5/9/2022 2:50,73
5/9/2022 2:55,73
5/9/2022 3:00,73
5/9/2022 3:05,73
5/9/2022 3:10,73
5/9/2022 3:15,73
5/9/2022 3:20,73
5/9/2022 3:25,73
5/9/2022 3:30,73
5/9/2022 3:35,73
5/9/2022 3:40,73
5/9/2022 3:45,73
5/9/2022 3:50,73
5/9/2022 3:55,73
5/9/2022 4:00,73
5/9/2022 4:05,73
5/9/2022 4:10,73
5/9/2022 4:15,73
5/9/2022 4:20,73
5/9/2022 4:25,73
5/9/2022 4:30,73
5/9/2022 4:35,73
5/9/2022 4:40,73
5/9/2022 4:45,73
5/9/2022 4:50,73
5/9/2022 4:55,73
5/9/2022 5:00,73
5/9/2022 5:05,73
5/9/2022 5:10,73
5/9/2022 5:15,73
5/9/2022 5:20,73
5/9/2022 5:25,73
5/9/2022 5:30,72.9
5/9/2022 5:35,73
5/9/2022 5:40,72.9
5/9/2022 5:45,73
5/9/2022 5:50,73
5/9/2022 5:55,73
5/9/2022 6:00,73
5/9/2022 6:05,72.9
5/9/2022 6:10,72.9
5/9/2022 6:15,73
5/9/2022 6:20,72.9
5/9/2022 6:25,72.9
5/9/2022 6:30,73
5/9/2022 6:35,73
5/9/2022 6:40,73
5/9/2022 6:45,73
5/9/2022 6:50,73
5/9/2022 6:55,73
5/9/2022 7:00,73
5/9/2022 7:05,73
5/9/2022 7:10,72.9
5/9/2022 7:15,73
5/9/2022 7:20,73.1
5/9/2022 7:25,73
5/9/2022 7:30,72.9
5/9/2022 7:35,72.9
5/9/2022 7:40,73
5/9/2022 7:45,73
5/9/2022 7:50,73
5/9/2022 7:55,73
5/9/2022 8:00,73
5/9/2022 8:05,73
5/9/2022 8:10,73
5/9/2022 8:15,73
5/9/2022 8:20,73
5/9/2022 8:25,73
5/9/2022 8:30,73
5/9/2022 8:35,73
5/9/2022 8:40,73
5/9/2022 8:45,73
5/9/2022 8:50,73
5/9/2022 8:55,73
5/9/2022 9:00,73
5/9/2022 9:05,73
5/9/2022 9:10,73
5/9/2022 9:15,73
5/9/2022 9:20,73
5/9/2022 9:25,73.1
5/9/2022 9:30,73.1
5/9/2022 9:35,73.1
5/9/2022 9:40,73.1
5/9/2022 9:45,73.1
5/9/2022 9:50,73.1
5/9/2022 9:55,73.1
5/9/2022 10:00,73.1
5/9/2022 10:05,73.1
5/9/2022 10:10,73.1
5/9/2022 10:15,73.1
5/9/2022 10:20,73.3
5/9/2022 10:25,73.2
5/9/2022 10:30,73.1
5/9/2022 10:35,73.2
5/9/2022 10:40,73.2
5/9/2022 10:45,73.2
5/9/2022 10:50,73.2
5/9/2022 10:55,73.2
5/9/2022 11:00,73.2
5/9/2022 11:05,73.2
5/9/2022 11:10,73.2
5/9/2022 11:15,73.3
5/9/2022 11:20,73.3
5/9/2022 11:25,73.3
5/9/2022 11:30,73.3
5/9/2022 11:35,73.3
5/9/2022 11:40,73.3
5/9/2022 11:45,73.3
5/9/2022 11:50,73.3
5/9/2022 11:55,73.4
5/9/2022 12:00,73.4
5/9/2022 12:05,73.4
5/9/2022 12:10,73.4
5/9/2022 12:15,73.4
5/9/2022 12:20,73.5
5/9/2022 12:25,73.5
5/9/2022 12:30,73.5
5/9/2022 12:35,73.5
5/9/2022 12:40,73.5
5/9/2022 12:45,73.5
5/9/2022 12:50,73.5
5/9/2022 12:55,73.6
5/9/2022 13:00,73.6
5/9/2022 13:05,73.6
5/9/2022 13:10,73.6
5/9/2022 13:15,73.6
5/9/2022 13:20,73.7
5/9/2022 13:25,73.7
5/9/2022 13:30,73.7
5/9/2022 13:35,73.7
5/9/2022 13:40,73.7
5/9/2022 13:45,73.8
5/9/2022 13:50,73.8
5/9/2022 13:55,73.8
5/9/2022 14:00,73.8
5/9/2022 14:05,73.8
5/9/2022 14:10,73.8
5/9/2022 14:15,73.8
5/9/2022 14:20,73.9
5/9/2022 14:25,73.9
5/9/2022 14:30,73.9
5/9/2022 14:35,73.9
5/9/2022 14:40,73.9
5/9/2022 14:45,74
5/9/2022 14:50,74
5/9/2022 14:55,74
5/9/2022 15:00,74
5/9/2022 15:05,74
5/9/2022 15:10,74.1
5/9/2022 15:15,74.1
5/9/2022 15:20,74.1
5/9/2022 15:25,74.1
5/9/2022 15:30,74.1
5/9/2022 15:35,74.1
5/9/2022 15:40,74.2
5/9/2022 15:45,74.2
5/9/2022 15:50,74.2
5/9/2022 15:55,74.2
5/9/2022 16:00,74.3
5/9/2022 16:05,74.3
5/9/2022 16:10,74.3
5/9/2022 16:15,74.3
5/9/2022 16:20,74.3
5/9/2022 16:25,74.3
5/9/2022 16:30,74.3
5/9/2022 16:35,74.3
5/9/2022 16:40,74.3
5/9/2022 16:45,74.4
5/9/2022 16:50,74.4
5/9/2022 16:55,74.4
5/9/2022 17:00,74.4
5/9/2022 17:05,74.4
5/9/2022 17:10,74.4
5/9/2022 17:15,74.4
5/9/2022 17:20,74.4
5/9/2022 17:25,74.4
5/9/2022 17:30,74.4
5/9/2022 17:35,74.3
5/9/2022 17:40,74.4
5/9/2022 17:45,74.3
5/9/2022 17:50,74.3
5/9/2022 17:55,74.3
5/9/2022 18:00,74.3
5/9/2022 18:05,74.3
5/9/2022 18:10,74.3
5/9/2022 18:15,74.3
5/9/2022 18:20,74.3
5/9/2022 18:25,74.3
5/9/2022 18:30,74.3
5/9/2022 18:35,74.3
5/9/2022 18:40,74.3
5/9/2022 18:45,74.3
5/9/2022 18:50,74.3
5/9/2022 18:55,74.3
5/9/2022 19:00,74.3
5/9/2022 19:05,74.3
5/9/2022 19:10,74.3
5/9/2022 19:15,74.3
5/9/2022 19:20,74.2
5/9/2022 19:25,74.2
5/9/2022 19:30,74.2
5/9/2022 19:35,74.2
5/9/2022 19:40,74.2
5/9/2022 19:45,74.2
5/9/2022 19:50,74.2
5/9/2022 19:55,74.2
5/9/2022 20:00,74.2
5/9/2022 20:05,74.2
5/9/2022 20:10,74.2
5/9/2022 20:15,74.2
5/9/2022 20:20,74.2
5/9/2022 20:25,74.2
5/9/2022 20:30,74.2
5/9/2022 20:35,74.2
5/9/2022 20:40,74.2
5/9/2022 20:45,74.2
5/9/2022 20:50,74.2
5/9/2022 20:55,74.1
5/9/2022 21:00,74.2
5/9/2022 21:05,74.1
5/9/2022 21:10,74.2
5/9/2022 21:15,74.2
5/9/2022 21:20,74.2
5/9/2022 21:25,74.2
5/9/2022 21:30,74.1
5/9/2022 21:35,74.1
5/9/2022 21:40,74.1
5/9/2022 21:45,74.2
5/9/2022 21:50,74.1
5/9/2022 21:55,74.1
5/9/2022 22:00,74.1
5/9/2022 22:05,74.1
5/9/2022 22:10,74.1
5/9/2022 22:15,74.1
5/9/2022 22:20,74.1
5/9/2022 22:25,74.1
5/9/2022 22:30,74.1
5/9/2022 22:35,74.1
5/9/2022 22:40,74.1
5/9/2022 22:45,74.1
5/9/2022 22:50,74.1
5/9/2022 22:55,74.1
5/9/2022 23:00,74.1
5/9/2022 23:05,74.1
5/9/2022 23:10,74.1
5/9/2022 23:15,74.1
5/9/2022 23:20,74.1
5/9/2022 23:25,74.1
5/9/2022 23:30,74.1
5/9/2022 23:35,74.1
5/9/2022 23:40,74
5/9/2022 23:45,74
5/9/2022 23:50,74
5/9/2022 23:55,74
5/10/2022 0:00,74
5/10/2022 0:05,74
5/10/2022 0:10,74
5/10/2022 0:15,74
5/10/2022 0:20,74
5/10/2022 0:25,73.9
5/10/2022 0:30,74
5/10/2022 0:35,73.9
5/10/2022 0:40,73.9
5/10/2022 0:45,74
5/10/2022 0:50,73.9
5/10/2022 0:55,73.9
5/10/2022 1:00,73.9
5/10/2022 1:05,73.9
5/10/2022 1:10,73.9
5/10/2022 1:15,73.8
5/10/2022 1:20,73.8
5/10/2022 1:25,73.8
5/10/2022 1:30,73.8
5/10/2022 1:35,73.8
5/10/2022 1:40,73.8
5/10/2022 1:45,73.8
5/10/2022 1:50,73.7
5/10/2022 1:55,73.7
5/10/2022 2:00,73.7
5/10/2022 2:05,73.7
5/10/2022 2:10,73.7
5/10/2022 2:15,73.7
5/10/2022 2:20,73.7
5/10/2022 2:25,73.7
5/10/2022 2:30,73.6
5/10/2022 2:35,73.6
5/10/2022 2:40,73.6
5/10/2022 2:45,73.6
5/10/2022 2:50,73.6
5/10/2022 2:55,73.6
5/10/2022 3:00,73.6
5/10/2022 3:05,73.6
5/10/2022 3:10,73.6
5/10/2022 3:15,73.6
5/10/2022 3:20,73.5
5/10/2022 3:25,73.5
5/10/2022 3:30,73.5
5/10/2022 3:35,73.5
5/10/2022 3:40,73.5
5/10/2022 3:45,73.5
5/10/2022 3:50,73.5
5/10/2022 3:55,73.5
5/10/2022 4:00,73.5
5/10/2022 4:05,73.5
5/10/2022 4:10,73.4
5/10/2022 4:15,73.4
5/10/2022 4:20,73.4
5/10/2022 4:25,73.6
5/10/2022 4:30,73.4
5/10/2022 4:35,73.4
5/10/2022 4:40,73.4
5/10/2022 4:45,73.4
5/10/2022 4:50,73.4
5/10/2022 4:55,73.4
5/10/2022 5:00,73.4
5/10/2022 5:05,73.4
5/10/2022 5:10,73.4
5/10/2022 5:15,73.4
5/10/2022 5:20,73.4
5/10/2022 5:25,73.3
5/10/2022 5:30,73.4
5/10/2022 5:35,73.3
5/10/2022 5:40,73.3
5/10/2022 5:45,73.3
5/10/2022 5:50,73.3
5/10/2022 5:55,73.3
5/10/2022 6:00,73.3
5/10/2022 6:05,73.3
5/10/2022 6:10,73.3
5/10/2022 6:15,73.3
5/10/2022 6:20,73.3
5/10/2022 6:25,73.3
5/10/2022 6:30,73.3
5/10/2022 6:35,73.3
5/10/2022 6:40,73.3
5/10/2022 6:45,73.3
5/10/2022 6:50,73.3
5/10/2022 6:55,73.3
5/10/2022 7:00,73.3
5/10/2022 7:05,73.3
5/10/2022 7:10,73.3
5/10/2022 7:15,73.3
5/10/2022 7:20,73.3
5/10/2022 7:25,73.3
5/10/2022 7:30,73.3
5/10/2022 7:35,73.3
5/10/2022 7:40,73.3
5/10/2022 7:45,73.3
5/10/2022 7:50,73.2
5/10/2022 7:55,73.2
5/10/2022 8:00,73.2
5/10/2022 8:05,73.2
5/10/2022 8:10,73.2
5/10/2022 8:15,73.2
5/10/2022 8:20,73.2
5/10/2022 8:25,73.2
5/10/2022 8:30,73.2
5/10/2022 8:35,73.2
5/10/2022 8:40,73.2
5/10/2022 8:45,73.2
5/10/2022 8:50,73.2
5/10/2022 8:55,73.2
5/10/2022 9:00,73.2
5/10/2022 9:05,73.2
5/10/2022 9:10,73.2
5/10/2022 9:15,73.2
5/10/2022 9:20,73.2
5/10/2022 9:25,73.2
5/10/2022 9:30,73.2
5/10/2022 9:35,73.3
5/10/2022 9:40,73.3
5/10/2022 9:45,73.3
5/10/2022 9:50,73.3
5/10/2022 9:55,73.3
5/10/2022 10:00,73.3
5/10/2022 10:05,73.3
5/10/2022 10:10,73.4
5/10/2022 10:15,73.4
5/10/2022 10:20,73.4
5/10/2022 10:25,73.4
5/10/2022 10:30,73.4
5/10/2022 10:35,73.4
5/10/2022 10:40,73.5
5/10/2022 10:45,73.5
5/10/2022 10:50,73.5
5/10/2022 10:55,73.5
5/10/2022 11:00,73.6
5/10/2022 11:05,73.6
5/10/2022 11:10,73.6
5/10/2022 11:15,73.6
5/10/2022 11:20,73.6
5/10/2022 11:25,73.7
5/10/2022 11:30,73.7
5/10/2022 11:35,73.7
5/10/2022 11:40,73.8
5/10/2022 11:45,73.8
5/10/2022 11:50,73.8
5/10/2022 11:55,73.8
5/10/2022 12:00,73.9
5/10/2022 12:05,73.9
5/10/2022 12:10,73.9
5/10/2022 12:15,73.9
5/10/2022 12:20,73.9
5/10/2022 12:25,73.9
5/10/2022 12:30,74
5/10/2022 12:35,74
5/10/2022 12:40,74
5/10/2022 12:45,74
5/10/2022 12:50,74
5/10/2022 12:55,74.1
5/10/2022 13:00,74.1
5/10/2022 13:05,74.1
5/10/2022 13:10,74.1
5/10/2022 13:15,74.1
5/10/2022 13:20,74.1
5/10/2022 13:25,74.2
5/10/2022 13:30,74.2
5/10/2022 13:35,74.2
5/10/2022 13:40,74.2
5/10/2022 13:45,74.2
5/10/2022 13:50,74.2
5/10/2022 13:55,74.2
5/10/2022 14:00,74.3
5/10/2022 14:05,74.3
5/10/2022 14:10,74.3
5/10/2022 14:15,74.2
5/10/2022 14:20,74.2
5/10/2022 14:25,74.2
5/10/2022 14:30,74.2
5/10/2022 14:35,74.2
5/10/2022 14:40,74.2
5/10/2022 14:45,74.2
5/10/2022 14:50,74.2
5/10/2022 14:55,74.1
5/10/2022 15:00,74.1
5/10/2022 15:05,74
5/10/2022 15:10,74
5/10/2022 15:15,74
5/10/2022 15:20,73.9
5/10/2022 15:25,73.9
5/10/2022 15:30,73.9
5/10/2022 15:35,73.9
5/10/2022 15:40,73.8
5/10/2022 15:45,73.8
5/10/2022 15:50,73.8
5/10/2022 15:55,73.8
5/10/2022 16:00,73.7
5/10/2022 16:05,73.7
5/10/2022 16:10,73.7
5/10/2022 16:15,73.7
5/10/2022 16:20,73.7
5/10/2022 16:25,73.7
5/10/2022 16:30,73.6
5/10/2022 16:35,73.6
5/10/2022 16:40,73.6
5/10/2022 16:45,73.6
5/10/2022 16:50,73.5
5/10/2022 16:55,73.5
5/10/2022 17:00,73.4
5/10/2022 17:05,73.5
5/10/2022 17:10,73.5
5/10/2022 17:15,73.5
5/10/2022 17:20,73.5
5/10/2022 17:25,73.5
5/10/2022 17:30,73.5
5/10/2022 17:35,73.5
5/10/2022 17:40,73.5
5/10/2022 17:45,73.5
5/10/2022 17:50,73.5
5/10/2022 17:55,73.4
5/10/2022 18:00,73.4
5/10/2022 18:05,73.4
5/10/2022 18:10,73.4
5/10/2022 18:15,73.4
5/10/2022 18:20,73.4
5/10/2022 18:25,73.4
5/10/2022 18:30,73.4
5/10/2022 18:35,73.4
5/10/2022 18:40,73.4
5/10/2022 18:45,73.4
5/10/2022 18:50,73.4
5/10/2022 18:55,73.4
5/10/2022 19:00,73.4
5/10/2022 19:05,73.4
5/10/2022 19:10,73.4
5/10/2022 19:15,73.4
5/10/2022 19:20,73.4
5/10/2022 19:25,73.4
5/10/2022 19:30,73.4
5/10/2022 19:35,73.4
5/10/2022 19:40,73.4
5/10/2022 19:45,73.4
5/10/2022 19:50,73.4
5/10/2022 19:55,73.4
5/10/2022 20:00,73.4
5/10/2022 20:05,73.4
5/10/2022 20:10,73.4
5/10/2022 20:15,73.4
5/10/2022 20:20,73.4
5/10/2022 20:25,73.4
5/10/2022 20:30,73.4
5/10/2022 20:35,73.4
5/10/2022 20:40,73.4
5/10/2022 20:45,73.4
5/10/2022 20:50,73.4
5/10/2022 20:55,73.4
5/10/2022 21:00,73.4
5/10/2022 21:05,73.4
5/10/2022 21:10,73.4
5/10/2022 21:15,73.4
5/10/2022 21:20,73.5
5/10/2022 21:25,73.5
5/10/2022 21:30,73.5
5/10/2022 21:35,73.5
5/10/2022 21:40,73.5
5/10/2022 21:45,73.5
5/10/2022 21:50,73.5
5/10/2022 21:55,73.5
5/10/2022 22:00,73.5
5/10/2022 22:05,73.5
